"","title","rating","id","year","imdbid"
"4020","Lords of Dogtown",2,5103,2005,"0355702"
"4021","Hate Crime",2,4339,2005,"0415833"
"4022","Serenity",3,204,2005,"0379786"
"4023","Elektra",3,6640,2005,"0357277"
"4024","MirrorMask",3,3266,2005,"0366780"
"4025","Good Night, and Good Luck.",1,420,2005,"0433383"
"4026","Hitchhiker&#39;s Guide to the Galaxy, The",1,76,2005,"0371724"
"4027","Quiet, The",3,8537,2005,"0414951"
"4028","Mr. &amp; Mrs. Smith",2,3619,2005,"0356910"
"4029","Man of the House",3,378,2005,"0331933"
"4030","Batman Begins",1,40,2005,"0372784"
"4031","Just Sex and Nothing Else",2,8544,2005,"0402115"
"4032","Adam &amp; Steve",3,4454,2005,"0372122"
"4033","Chinjeolhan geumjassi",3,735,2005,"0451094"
"4034","Breakfast on Pluto",2,6014,2005,"0411195"
"4035","Exorcism of Emily Rose, The",3,4528,2005,"0404032"
"4036","Four Brothers",1,7539,2005,"0430105"
"4037","Domino",3,2292,2005,"0421054"
"4038","Where the Truth Lies",3,8476,2005,"0373450"
"4039","Bewitched",3,4593,2005,"0374536"
"4040","All the Invisible Children",3,8519,2005,"0411098"
"4041","Little Einsteins",1,7266,2005,"0756522"
"4042","Miss Congeniality 2: Armed &amp; Fabulous",3,1074,2005,"0385307"
"4043","Tristram Shandy: A Cock and Bull Story",2,2559,2005,"0423409"
"4044","Kids in America",3,4118,2005,"0408961"
"4045","Wolf Creek",3,7198,2005,"0416315"
"4046","Robots",1,99,2005,"0358082"
"4047","Gekijoban XXXHolic Manatsu no yoru no yume",3,5395,2005,"0466405"
"4048","Brokeback Mountain",2,2037,2005,"0388795"
"4049","Romance &amp; Cigarettes",3,5524,2005,"0368222"
"4050","Barbie and the Magic of Pegasus",3,5166,2005,"0480345"
"4051","Doom",1,1149,2005,"0419706"
"4052","Tideland",3,2630,2005,"0410764"
"4053","Adventures of Sharkboy and Lavagirl 3-D, The",1,1907,2005,"0424774"
"4054","Last Order: Final Fantasy VII",0,4718,2005,"0489134"
"4055","Flightplan",3,2509,2005,"0408790"
"4056","Fantastic Four",1,2541,2005,"0120667"
"4057","Charlie and the Chocolate Factory",3,2417,2005,"0367594"
"4058","13 Tzameti",1,7390,2005,"0475169"
"4059","Corpse Bride",3,1390,2005,"0121164"
"4060","Ring Two, The",3,3660,2005,"0377109"
"4061","Factotum",1,1422,2005,"0417658"
"4062","Yours, Mine and Ours",3,3727,2005,"0443295"
"4063","Pride and Prejudice",3,4254,2005,"0414387"
"4064","Die You Zombie Bastards!",1,5051,2005,"0349349"
"4065","Conversations with Other Women",0,604,2005,"0435623"
"4066","Bad Reputation",3,5547,2005,"0478976"
"4067","Mostly Unfabulous Social Life of Ethan Green, The",3,1496,2005,"0424287"
"4068","Must Love Dogs",2,4150,2005,"0417001"
"4069","Chicken Little",1,7193,2005,"0371606"
"4070","Proof",3,3430,2005,"0377107"
"4071","Harry Potter and the Goblet of Fire",1,2334,2005,"0330373"
"4072","Constant Gardener, The",3,1642,2005,"0387131"
"4073","Proposition, The",1,5455,2005,"0421238"
"4074","Happy Endings",3,2398,2005,"0361693"
"4075","Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",3,1470,2005,"0363771"
"4076","Wild Things: Diamonds in the Rough",3,23,2005,"0448179"
"4077","Pacifier, The",3,6503,2005,"0395699"
"4078","A History of Violence",3,5800,2005,"0399146"
"4079","Cursed",3,4676,2005,"0257516"
"4080","Lord of War",2,2072,2005,"0399295"
"4081","Boynton Beach Club",3,4747,2005,"0439478"
"4082","Beauty Shop",3,3995,2005,"0388500"
"4083","Free Zone",3,7075,2005,"0441761"
"4084","Imagine Me &amp;amp; You",3,719,2005,"0421994"
"4085","Producers, The",0,8390,2005,"0395251"
"4086","Hide and Seek",3,461,2005,"0382077"
"4087","Muppets&#39; Wizard of Oz, The",3,1587,2005,"0422778"
"4088","Brick",1,561,2005,"0393109"
"4089","Transporter 2",1,4795,2005,"0388482"
"4090","Legend of Zorro, The",1,1059,2005,"0386140"
"4091","Little Manhattan",3,6485,2005,"0412922"
"4092","Sweet Land",3,5012,2005,"0428038"
"4093","Prize Winner of Defiance, Ohio, The",3,6212,2005,"0406158"
"4094","Bratz: Rock Angelz",3,4352,2005,"0492571"
"4095","Assault on Precinct 13",3,218,2005,"0398712"
"4096","Squid and the Whale, The",2,1729,2005,"0367089"
"4097","Saw II",3,1425,2005,"0432348"
"4098","Hostel",1,3698,2005,"0450278"
"4099","Wedding Date, The",3,3767,2005,"0372532"
"4100","Shopgirl",2,2291,2005,"0338427"
"4101","BloodRayne",3,4218,2005,"0383222"
"4102","Say Uncle",2,8550,2005,"0401385"
"4103","Star Wars: Episode III - Revenge of the Sith",1,674,2005,"0121766"
"4104","Me and You and Everyone We Know",3,2233,2005,"0415978"
"4105","Rings",1,4992,2005,"0449092"
"4106","Nana",3,2369,2005,"0471834"
"4107","Casanova",3,914,2005,"0402894"
"4108","Madagascar",0,3149,2005,"0351283"
"4109","Capote",3,3991,2005,"0379725"
"4110","Hard Candy",3,415,2005,"0424136"
"4111","40 Year Old Virgin, The",3,816,2005,"0405422"
"4112","Stay",1,8532,2005,"0371257"
"4113","Swimmers",3,5498,2005,"0384573"
"4114","North Country",3,756,2005,"0395972"
"4115","Longest Yard, The",1,6403,2005,"0398165"
"4116","Oliver Twist",1,788,2005,"0380599"
"4117","Danny the dog",1,1913,2005,"0342258"
"4118","Cinderella Man",2,2351,2005,"0352248"
"4119","AEon Flux",3,1627,2005,"0402022"
"4120","Zathura: A Space Adventure",0,5112,2005,"0406375"
"4121","Paradise Now",1,4724,2005,"0445620"
"4122","Keeping Mum",3,4798,2005,"0444653"
"4123","Enron: The Smartest Guys in the Room",1,2254,2005,"1016268"
"4124","Call of Cthulhu, The",0,2024,2005,"0478988"
"4125","West Bank Story",1,7396,2005,"0438575"
"4126","Hustle &amp; Flow",3,3246,2005,"0410097"
"4127","Just Like Heaven",3,1396,2005,"0425123"
"4128","Dark Water",3,2522,2005,"0382628"
"4129","Star Wars: Revelations",3,5252,2005,"0457489"
"4130","Hitch",2,4113,2005,"0386588"
"4131","Rinne",3,6121,2005,"0456630"
"4132","Transamerica",3,262,2005,"0407265"
"4133","Sophie Scholl - Die letzten Tage",3,1044,2005,"0426578"
"4134","Joyeux No&euml;l",0,330,2005,"0424205"
"4135","Cry_Wolf",3,7625,2005,"0384286"
"4136","Tjenare kungen",3,5030,2005,"0423382"
"4137","Separate Lies",1,4783,2005,"0369053"
"4138","Water",3,685,2005,"0240200"
"4139","Ballad of Jack and Rose, The",3,2568,2005,"0357110"
"4140","Adam&#39;s Apples",0,4961,2005,"0418455"
"4141","Sin City",3,67,2005,"0401792"
"4142","L&#39;empire des loups",3,3046,2005,"0402158"
"4143","Turtles Are Surprisingly Fast Swimmers",3,5372,2005,"0455577"
"4144","20 centimetros",3,4648,2005,"0421528"
"4145","Die Hohle des gelben Hundes",3,6170,2005,"0432325"
"4146","Hoodwinked!",3,2739,2005,"0443536"
"4147","In Her Shoes",3,1656,2005,"0388125"
"4148","Rent",3,2412,2005,"0294870"
"4149","Kronk&#39;s New Groove",3,8139,2005,"0401398"
"4150","Strangers with Candy",3,2511,2005,"0369994"
"4151","Coach Carter",3,2575,2005,"0393162"
"4152","Single White Female 2: The Psycho",3,4171,2005,"0448120"
"4153","Boogeyman",2,4968,2005,"0357507"
"4154","Final Fantasy VII: Advent Children",3,3053,2005,"0385700"
"4155","Fr&aacute;giles (Fragile)",3,5747,2005,"0422272"
"4156","Grey&#39;s Anatomy",0,7256,2005,"0413573"
"4157","Boy Eats Girl",2,5046,2005,"0415679"
"4158","Fog, The",3,4386,2005,"0432291"
"4159","A Bittersweet Life (Dalkomhan insaeng)",2,1761,2005,"0456912"
"4160","Fun with Dick and Jane",3,2518,2005,"0369441"
"4161","Gespenster",3,4834,2005,"0419773"
"4162","Match Point",3,4077,2005,"0416320"
"4163","Constantine",1,3697,2005,"0360486"
"4164","Funky Forest: The First Contact",3,6414,2005,"0451829"
"4165","Twelve and Holding",3,4178,2005,"0417385"
"4166","Red Eye",3,2290,2005,"0421239"
"4167","Legion of the Dead",3,3843,2005,"0441041"
"4168","V for Vendetta",3,89,2005,"0434409"
"4169","White Noise",1,4769,2005,"0375210"
"4170","War of the Worlds",3,1072,2005,"0407304"
"4171","Fountain, The",3,1937,2006,"0414993"
"4172","Madeinusa",3,6869,2006,"0476298"
"4173","Tekkon kinkurito",0,2002,2006,"0831888"
"4174","Pursuit of Happyness, The",0,198,2006,"0454921"
"4175","Cashback",3,4401,2006,"0460740"
"4176","&quot;Masters of Horror&quot; Family",2,7070,2006,"0782399"
"4177","Ultraviolet",1,2532,2006,"0370032"
"4178","Sideline Secrets",3,8723,2006,"0413268"
"4179","Poultrygeist: Night of the Chicken Dead",1,5262,2006,"0462485"
"4180","Black Christmas",3,1873,2006,"0454082"
"4181","Eragon",1,1147,2006,"0449010"
"4182","Man of the Year",1,920,2006,"0483726"
"4183","Barbie Diaries, The",3,5868,2006,"0795338"
"4184","For the Love of a Child",3,1022,2006,"0479917"
"4185","&quot;Masters of Horror&quot; Imprint",0,7044,2006,"0757061"
"4186","Offside",3,653,2006,"0499537"
"4187","Starter for 10",2,372,2006,"0477095"
"4188","El laberinto del fauno (Pan's Labyrinth)",3,421,2006,"0457430"
"4189","Kamome Diner",3,5704,2006,"0483022"
"4190","Devil Wears Prada, The",3,144,2006,"0458352"
"4191","She&#39;s the Man",3,627,2006,"0454945"
"4192","Mukhsin",3,4830,2006,"0863091"
"4193","Bring It On: All or Nothing",3,762,2006,"0490822"
"4194","After the Wedding",2,2610,2006,"0457655"
"4195","Monmon the Water Spider",0,7567,2006,"0768132"
"4196","Take the Lead",3,3460,2006,"0446046"
"4197","Blood Diamond",1,4626,2006,"0450259"
"4198","Bambi II",1,1596,2006,"0447854"
"4199","Dead &amp; Deader",1,5049,2006,"0770739"
"4200","Hollywoodland",2,5511,2006,"0427969"
"4201","Inside Man",3,2089,2006,"0454848"
"4202","Crank",0,289,2006,"0479884"
"4203","Amazing Grace",1,736,2006,"0454776"
"4204","Rang De Basanti",3,3769,2006,"0405508"
"4205","I&#39;m Reed Fish",2,2260,2006,"0464061"
"4206","Snakes on a Plane",3,1894,2006,"0417148"
"4207","Bleach: Memories of Nobody",3,6903,2006,"1105263"
"4208","Nina&#39;s Heavenly Delights",3,976,2006,"0435706"
"4209","Pink Panther, The",1,5552,2006,"0383216"
"4210","Hula Girls",3,2199,2006,"0768116"
"4211","All The King&#39;s Men",1,6762,2006,"0405676"
"4212","Conversations with God",1,7624,2006,"0489682"
"4213","A Guide to Recognizing Your Saints",1,2339,2006,"0473488"
"4214","Peliculas para no dormir: Regreso a Moira",1,7309,2006,"0460897"
"4215","Grudge 2, The",3,3643,2006,"0433386"
"4216","London To Brighton",3,4819,2006,"0490166"
"4217","A Crime",1,2900,2006,"0489010"
"4218","Candy",3,5233,2006,"0424880"
"4219","Glory Road",3,7977,2006,"0385726"
"4220","Black Sheep",1,923,2006,"0779982"
"4221","Stranger Than Fiction",3,559,2006,"0420223"
"4222","Mission: Impossible III",1,5606,2006,"0317919"
"4223","Clerks II",3,2941,2006,"0424345"
"4224","Sherrybaby",3,4899,2006,"0423169"
"4225","DOA: Dead or Alive",3,4202,2006,"0398913"
"4226","Dead Girl, The",3,1189,2006,"0783238"
"4227","Suburban Mayhem",3,3834,2006,"0450506"
"4228","Architect, The",3,2117,2006,"0466665"
"4229","Monster House",3,3661,2006,"0385880"
"4230","X-Men: The Last Stand",3,317,2006,"0376994"
"4231","Idiocracy",1,10,2006,"0387808"
"4232","You, Me and Dupree",1,1558,2006,"0463034"
"4233","A Scanner Darkly",1,2360,2006,"0405296"
"4234","Nacho Libre",0,2026,2006,"0457510"
"4235","A fost sau n-a fost?",1,5287,2006,"0809407"
"4236","Lucky Number Slevin",1,1138,2006,"0425210"
"4237","Host, The",3,3849,2006,"0468492"
"4238","Librarian: Return to King Solomon&#39;s Mines, The",1,5424,2006,"0455596"
"4239","John Tucker Must Die",3,3571,2006,"0455967"
"4240","Notes on a Scandal",3,2498,2006,"0465551"
"4241","To Have and to Hold",3,4848,2006,"0876154"
"4242","Children of Men",3,332,2006,"0206634"
"4243","Liu hao chukou (Exit No. 6)",3,1505,2006,"0934427"
"4244","Click",3,5358,2006,"0389860"
"4245","Ice Age: The Meltdown",1,1581,2006,"0438097"
"4246","For Your Consideration",3,1615,2006,"0470765"
"4247","Day Night Day Night",3,5834,2006,"0499455"
"4248","Il caimano (The Caiman)",3,2800,2006,"0429727"
"4249","Woods, The",3,1347,2006,"0380066"
"4250","RV",3,7793,2006,"0449089"
"4251","Queen, The",3,1412,2006,"0436697"
"4252","Guardian, The",1,2538,2006,"0406816"
"4253","Lake House, The",3,4856,2006,"0410297"
"4254","Five Across the Eyes",3,2570,2006,"0888019"
"4255","Black Dahlia",1,4130,2006,"0387877"
"4256","Beerfest",3,6401,2006,"0486551"
"4257","Open Season",1,3786,2006,"0400717"
"4258","Bonneville",3,2277,2006,"0487195"
"4259","Once",2,530,2006,"0907657"
"4260","Material Girls",3,3199,2006,"0433412"
"4261","Silent Hill",3,793,2006,"0384537"
"4262","University of Illinois vs. a Mummy, The",3,3830,2006,"1273816"
"4263","Painted Veil, The",3,4625,2006,"0446755"
"4264","Superman Returns",1,4288,2006,"0348150"
"4265","Dreamgirls",3,5815,2006,"0443489"
"4266","Stick It",3,1665,2006,"0430634"
"4267","Tales from Earthsea",1,8644,2006,"0495596"
"4268","&quot;Masters of Horror&quot; Pelts",1,7090,2006,"0779496"
"4269","Wristcutters: A Love Story",1,2616,2006,"0477139"
"4270","Saw III",3,6450,2006,"0489270"
"4271","Another Gay Movie",3,6526,2006,"0443431"
"4272","When a Stranger Calls",3,4665,2006,"0455857"
"4273","300",0,1271,2006,"0416449"
"4274","Bug",3,5088,2006,"0470705"
"4275","Fall, The",3,2527,2006,"0460791"
"4276","Accepted",1,6194,2006,"0384793"
"4277","Farval Falkenberg",0,3957,2006,"0855805"
"4278","Akeelah and the Bee",3,615,2006,"0437800"
"4279","&quot;Masters of Horror&quot; Haeckel&#39;s Tale",0,7039,2006,"0643106"
"4280","Little Miss Sunshine",3,648,2006,"0449059"
"4281","Smokin&#39; Aces",3,1811,2006,"0475394"
"4282","Gymnast, The",3,2932,2006,"0473074"
"4283","Gigolos, The",1,2566,2006,"0462309"
"4284","Quinceanera",3,2598,2006,"0451176"
"4285","Night at the Museum",3,416,2006,"0477347"
"4286","A Few Days in September",3,1542,2006,"0446442"
"4287","Cars",1,1946,2006,"0317219"
"4288","Brother Bear 2",3,4236,2006,"0465925"
"4289","Unknown Woman, The",3,6168,2006,"0494271"
"4290","Peliculas para no dormir: Adivina quien soy",3,7315,2006,"0461826"
"4291","Madea&#39;s Family Reunion",0,6574,2006,"0455612"
"4292","Penelope",3,171,2006,"0472160"
"4293","Mulberry Street",1,1719,2006,"0473514"
"4294","Departed, The",1,1415,2006,"0407887"
"4295","&quot;Masters of Horror&quot; Pro-Life",3,7114,2006,"0785532"
"4296","Curse of the Golden Flower",2,3051,2006,"0473444"
"4297","Happy Feet",3,7637,2006,"0366548"
"4298","Fay Grim",3,4690,2006,"0444628"
"4299","Holiday, The",3,215,2006,"0457939"
"4300","Brand Upon The Brain!",3,284,2006,"0443455"
"4301","Letters from Iwo Jima",1,2580,2006,"0498380"
"4302","Big Bad Swim, The",3,1489,2006,"0460721"
"4303","Bordertown",3,4939,2006,"0445935"
"4304","Gray Matters",3,1523,2006,"0375785"
"4305","Warau Mikaeru",3,3018,2006,"0461612"
"4306","Altered",0,5016,2006,"0457275"
"4307","Half Nelson",3,2359,2006,"0468489"
"4308","Last Holiday",3,938,2006,"0408985"
"4309","Tenacious D in the Pick of Destiny",0,7812,2006,"0365830"
"4310","Half Light",3,4424,2006,"0412798"
"4311","Lonely Hearts",3,5585,2006,"0441774"
"4312","Covenant, The",3,6352,2006,"0475944"
"4313","Paprika",3,1864,2006,"0851578"
"4314","On the Trail of Igor Rizzi",0,1605,2006,"0832958"
"4315","Avenue Montaigne",3,3988,2006,"0444112"
"4316","Babel",3,5925,2006,"0449467"
"4317","&quot;Masters of Horror&quot; Sounds Like",0,7103,2006,"0817400"
"4318","Idlewild",3,3326,2006,"0417225"
"4319","Prince &amp; Me II: The Royal Wedding, The",3,7550,2006,"0477072"
"4320","Ferfiakt",1,8529,2006,"0830896"
"4321","Pirates of the Caribbean: Dead Man&#39;s Chest",2,167,2006,"0383574"
"4322","Aquamarine",3,3335,2006,"0429591"
"4323","Bandidas",3,370,2006,"0416496"
"4324","Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time)",3,1878,2006,"0808506"
"4325","Art School Confidential",3,1152,2006,"0364955"
"4326","Hogfather",3,3785,2006,"0765458"
"4327","Running with Scissors",3,1910,2006,"0439289"
"4328","5ive Girls",3,6137,2006,"0494199"
"4329","Illusionist, The",0,893,2006,"0443543"
"4330","Zombie Diaries, The",3,3127,2006,"0876294"
"4331","Snow cake",3,4312,2006,"0448124"
"4332","Grandma&#39;s Boy",3,5840,2006,"0456554"
"4333","&quot;Masters of Horror&quot; Valerie on the Stairs",3,7117,2006,"0805420"
"4334","Zoom",3,1853,2006,"0383060"
"4335","Red Road",3,3760,2006,"0471030"
"4336","Apart From That",3,2980,2006,"0772154"
"4337","Rainbow Song",3,3014,2006,"0804513"
"4338","Paris je t&#39;aime",3,3054,2006,"0401711"
"4339","Que tan lejos",3,8060,2006,"0951297"
"4340","Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o",3,7293,2006,"0430164"
"4341","Wendy Wu: Homecoming Warrior",3,4694,2006,"0790781"
"4342","Still Life (Sanxia haoren)",2,934,2006,"0859765"
"4343","This Film Is Not Yet Rated",3,3168,2006,"0493459"
"4344","Arthur and the Invisibles",0,4729,2006,"0344854"
"4345","Brave Story",1,4802,2006,"0778631"
"4346","High School Musical",3,5249,2006,"0475293"
"4347","Requiem",3,2615,2006,"0454931"
"4348","In Paris",1,3465,2006,"0769508"
"4349","Scary Movie 4",3,7679,2006,"0362120"
"4350","Jackass Number Two",1,1302,2006,"0493430"
"4351","Barnyard",3,7366,2006,"0414853"
"4352","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",1,5158,2006,"0443453"
"4353","Da Vinci Code, The",1,5191,2006,"0382625"
"4354","&quot;Masters of Horror&quot; The Screwfly Solution",3,7096,2006,"0833098"
"4355","Psych",3,4500,2006,"0491738"
"4356","U",3,6456,2006,"0486731"
"4357","Lady in the Water",2,4227,2006,"0452637"
"4358","Prestige, The",1,2036,2006,"0482571"
"4359","&quot;Masters of Horror&quot; Pick Me Up",2,7038,2006,"0643110"
"4360","Science of Sleep, The",3,2898,2006,"0354899"
"4361","Volver",3,366,2006,"0441909"
"4362","Inland Empire",3,921,2006,"0460829"
"4363","Love &amp; Suicide",3,3193,2006,"0818940"
"4364","I&#39;m a Cyborg, But That&#39;s OK",3,2802,2006,"0497137"
"4365","Bon Cop, Bad Cop",1,2572,2006,"0479647"
"4366","Kidulthood",3,1481,2006,"0435680"
"4367","Step Up",3,7596,2006,"0462590"
"4368","Reprise",1,5213,2006,"0827517"
"4369","&quot;Masters of Horror&quot; The V Word",0,7085,2006,"0817401"
"4370","We Are Marshall",1,2579,2006,"0758794"
"4371","Grbavica",3,6038,2006,"0464029"
"4372","Perfume: The Story of a Murderer",3,1888,2006,"0396171"
"4373","Tales from the Grudge",3,6445,2006,"0877368"
"4374","Zwartboek",3,830,2006,"0389557"
"4375","Times and Winds",3,2057,2006,"0855729"
"4376","Puccini for Beginners",3,603,2006,"0492481"
"4377","Casino Royale",1,221,2006,"0381061"
"4378","Marie Antoinette",3,290,2006,"0422720"
"4379","Friends with Money",3,1102,2006,"0436331"
"4380","Southland Tales",3,1927,2006,"0405336"
"4381","Final Destination 3",3,4595,2006,"0414982"
"4382","Peliculas para no dormir: La culpa",3,7303,2006,"0449144"
"4383","Cow Belles",3,5519,2006,"0489007"
"4384","Loving Annabelle",3,4398,2006,"0323120"
"4385","Poseidon",2,4918,2006,"0409182"
"4386","Flushed Away",0,3812,2006,"0424095"
"4387","Good Shepherd, The",0,2340,2006,"0343737"
"4388","Little Children",3,521,2006,"0404203"
"4389","Page Turner, The",3,2405,2006,"0487503"
"4390","Dor",3,3959,2006,"0824316"
"4391","Caffeine",3,650,2006,"0460732"
"4392","Shortbus",3,1442,2006,"0367027"
"4393","Break Up, The",1,4892,2006,"0452594"
"4394","Ant Bully, The",2,3784,2006,"0429589"
"4395","History Boys, The",1,3005,2006,"0464049"
"4396","I Do",3,3080,2006,"0478724"
"4397","Fast Food Nation",3,1449,2006,"0460792"
"4398","Wind That Shakes the Barley, The",1,725,2006,"0460989"
"4399","Good German, The",1,5675,2006,"0452624"
"4400","Apocalypto",3,5306,2006,"0472043"
"4401","Das Leben Der Anderen",0,791,2006,"0405094"
"4402","Return To Halloweentown",3,2713,2006,"0816520"
"4403","Hills Have Eyes, The",3,7088,2006,"0454841"
"4404","Elephants Dream",0,5248,2006,"0807840"
"4405","La vie secr&egrave;te des gens heureux",1,8033,2006,"0807965"
"4406","Hannah Montana",1,7264,2006,"0493093"
"4407","This is England",3,6151,2006,"0480025"
"4408","Wedding Wars",2,8549,2006,"0823158"
"4409","Fido",2,4293,2006,"0457572"
"4410","Peliculas para no dormir: Para entrar a vivir",3,7299,2006,"0477311"
"4411","Slither",3,1702,2006,"0439815"
"4412","I Served the King of England",1,224,2006,"0284363"
"4413","Barbie in the 12 Dancing Princesses",3,5549,2006,"0859594"
"4414","A Prairie Home Companion",3,2525,2006,"0420087"
"4415","Hello Sister, Goodbye Life",3,5288,2006,"0476013"
"4416","La noche de los girasoles",2,8412,2006,"0456111"
"4417","Miss Potter",3,1898,2006,"0482546"
"4418","Dreamland",3,2297,2006,"0417614"
"4419","I Am Legend",3,549,2007,"0480249"
"4420","Evening",3,948,2007,"0765447"
"4421","Lynch",1,1438,2007,"1032207"
"4422","Bee Movie",1,7519,2007,"0389790"
"4423","Norbit",2,5662,2007,"0477051"
"4424","Shrek the Third",3,26,2007,"0413267"
"4425","High School Musical 2 (TV Movie)",3,6057,2007,"0810900"
"4426","Hitman",0,1283,2007,"0465494"
"4427","La reine soleil",3,3547,2007,"0459959"
"4428","Pirates of the Caribbean: At World&#39;s End",3,169,2007,"0449088"
